265,1,0,1,7,3,0,1,1,0,1,1,0,1,0,4,0,11,13,0,5,0,0,0,2,1,2,28
5,167,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,7
1,0,60,20,0,2,1,2,0,0,3,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,33
4,3,19,44,4,2,0,8,1,6,12,8,2,0,2,0,0,0,2,0,1,0,0,0,1,3,2,70
20,2,1,4,83,5,0,2,1,2,7,1,0,2,0,1,0,4,4,0,3,0,1,0,1,0,2,90
3,0,1,2,5,33,0,0,0,0,1,0,0,1,2,1,0,2,1,0,4,0,0,0,0,0,0,30
1,1,0,0,2,1,39,20,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,24
3,1,2,1,2,1,4,104,0,0,0,0,0,3,3,0,0,0,1,0,1,0,0,0,1,0,4,45
0,0,1,0,0,2,0,0,26,0,0,0,0,1,0,0,0,4,2,0,2,0,0,0,1,1,0,16
1,2,0,8,3,2,2,1,0,23,3,1,0,1,3,0,0,0,1,0,1,0,0,0,0,6,0,30
3,8,2,11,2,0,4,1,0,3,81,5,0,1,0,0,0,0,3,0,1,0,1,0,3,1,2,63
2,4,3,13,0,0,1,1,0,4,3,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,1,0,4,0,0,0,0,0,0,0,4,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4
4,0,0,0,2,0,0,6,1,0,0,1,0,23,0,1,0,3,0,0,1,0,0,0,0,0,2,13
0,0,0,0,0,0,0,0,0,2,0,5,2,0,49,0,0,0,0,0,0,0,0,0,0,0,1,6
7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,239,0,5,0,0,4,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
11,3,0,0,0,0,1,0,0,0,0,0,0,5,1,1,0,59,4,0,0,0,0,0,0,0,1,7
1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,146,0,2,0,0,0,0,0,0,3
0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2
1,0,0,0,5,8,1,1,4,0,0,0,0,2,0,0,0,3,0,0,66,0,0,0,0,0,0,16
5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,3,1,2,4,2,0,1,0,2,1,3,1,2,0,1,0,0,2,0,0,0,8,0,2,0,5,47
2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,2,0,0
4,0,1,0,1,3,2,2,2,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,11,51,2,14
6,0,1,3,0,0,2,2,0,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,2,41,23
55,23,16,43,44,35,20,66,10,12,52,10,1,6,11,5,0,12,14,0,7,0,3,0,4,15,10,1132
