255,2,0,1,4,4,1,3,1,1,1,0,0,2,1,5,0,4,16,0,4,1,0,0,0,2,7,33
4,165,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,8
2,4,60,16,0,0,0,1,0,0,5,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,3,32
1,4,20,51,2,2,0,4,0,1,13,3,3,0,3,0,0,0,2,0,2,0,0,0,2,3,3,75
20,3,3,2,86,4,3,3,1,2,8,0,0,1,0,1,0,4,4,2,2,0,3,0,0,0,3,81
2,0,1,2,3,33,1,0,0,0,3,0,0,1,1,1,0,3,2,1,5,0,1,0,0,1,0,25
2,0,0,0,4,1,44,21,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,4,15
5,0,1,2,0,2,6,98,0,0,1,0,0,2,1,0,0,1,3,2,1,0,0,0,1,0,5,45
1,1,0,0,2,0,0,0,25,0,1,0,0,1,0,1,0,2,2,0,3,0,0,0,1,2,0,14
1,2,0,7,4,1,5,1,0,18,5,1,0,0,2,0,0,1,1,0,2,0,0,0,0,10,1,26
5,5,4,9,4,0,5,2,0,4,80,4,2,1,0,1,0,0,2,0,1,0,1,0,3,2,1,59
0,4,4,8,0,0,0,1,0,1,2,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,1,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5
6,0,0,0,2,0,0,6,1,0,0,0,0,23,0,1,0,1,0,0,1,0,0,0,0,0,2,14
0,0,1,2,0,1,0,0,0,0,0,4,0,1,50,0,0,0,0,1,0,0,0,0,0,2,0,3
9,1,0,1,0,1,0,0,0,0,0,0,0,3,0,236,0,4,0,0,4,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
10,4,0,0,1,0,1,0,0,0,0,0,0,6,1,1,0,54,4,0,0,0,0,1,0,1,1,8
3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,144,0,1,0,0,0,0,0,0,4
0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1
3,2,0,0,1,5,0,1,3,0,0,0,0,1,0,2,0,3,0,0,59,0,0,0,1,0,0,26
3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2,4,0,2,6,0,1,1,0,2,1,3,1,2,0,0,0,0,1,0,0,0,12,0,1,0,6,44
2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,38,2,0,0
4,1,1,0,1,1,0,3,0,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,10,54,2,18
8,0,3,1,0,0,2,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,2,0,0,2,47,14
59,21,24,32,44,27,19,79,8,10,56,10,3,4,7,7,0,10,16,1,9,0,12,0,5,16,14,1113
