251,1,0,1,5,2,0,2,0,0,1,0,0,1,1,4,0,6,14,0,4,0,0,0,1,1,4,49
2,170,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,5
1,1,63,12,1,1,1,3,0,0,5,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,33
4,3,25,42,3,1,0,10,0,3,20,3,1,0,2,0,0,0,2,0,1,0,0,0,1,1,1,71
16,2,0,1,77,0,2,4,0,2,11,1,0,1,0,1,0,3,3,0,2,0,0,0,1,0,2,107
2,1,1,0,4,29,1,0,0,0,2,0,0,0,0,1,0,3,1,1,5,0,1,0,0,0,0,34
2,0,0,0,1,1,43,29,0,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,13
4,0,1,0,0,1,2,133,0,0,0,0,1,2,1,0,0,0,2,2,1,0,0,0,1,0,4,21
0,0,1,0,0,0,0,0,20,1,0,0,0,0,0,0,0,5,2,0,3,0,0,0,1,2,0,21
3,2,0,4,0,0,2,2,0,23,7,1,0,0,3,0,0,0,0,0,2,0,0,0,0,4,3,32
3,6,3,3,0,0,4,2,0,0,91,8,0,1,0,0,0,0,2,0,1,0,0,0,3,1,1,66
0,4,4,5,2,0,0,1,0,1,4,38,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,13
0,0,0,2,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
6,0,0,0,3,0,0,4,0,0,0,0,0,21,1,1,0,3,0,0,0,0,0,0,0,0,3,15
0,0,1,1,0,1,0,1,0,0,1,2,0,0,51,0,0,0,0,0,0,0,0,0,0,0,2,5
11,0,0,0,0,0,0,2,0,0,0,0,0,3,0,228,0,6,0,0,4,0,0,0,0,0,0,6
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,4,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,61,4,0,0,0,1,0,0,2,1,9
3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,147,0,1,0,0,0,0,0,0,6
0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3
0,0,0,0,0,4,1,0,3,0,1,0,0,1,0,1,0,3,0,0,66,0,0,0,0,0,0,27
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2,4,1,1,5,0,1,1,0,0,4,2,1,1,0,0,0,1,1,0,0,0,13,0,1,0,4,46
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,37,2,0,0
1,0,0,0,0,0,2,1,0,3,2,0,0,0,2,0,0,0,1,0,1,0,0,0,10,59,2,18
5,0,3,2,0,0,2,4,0,0,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,45,18
41,19,16,22,35,11,17,96,4,8,72,9,2,4,2,4,0,8,12,1,5,0,11,0,3,13,12,1179
